id_caracterizacion,cedula,nombre,entidadPublica,condecoraciones,hijosEntidadPublica,familiarPolicia,mayorEdadFamiliarPolicia,observacionesDisciplinarias,tipoInstitucionLegal,sanciones
9376,491283,emilio rivera,Mininterior,true,true,true,true,ObservacionArmada,Null,false
9377,164398,humberto salas,Minsalud,true,true,true,false,ObservacionArmada,Null,true
9378,149551,isidro gomez,Inpec,true,false,true,false,ObservacionInpec,Procuraduria,true
9379,475225,zoe hernandez,Policia,true,true,true,true,ObservacionMinsalud,Fiscalia,true
9380,770868,hugo delgado,Mininterior,true,false,true,false,Null,Fiscalia,true
9381,445598,ivonne gonzalez,Null,false,false,false,true,Null,Fiscalia,false
9382,533891,noelia garcia,Inpec,false,false,false,true,Null,Fiscalia,true
9383,778504,ana alvarez,Mininterior,false,false,false,true,ObservacionInpec,Null,false
9384,714625,ana marquez,Null,false,false,false,true,ObservacionInpec,Procuraduria,true
9385,645800,pablo garcia,Inpec,false,false,true,true,ObservacionMinsalud,Contraloria,false
9386,888520,teresa roa,Inpec,false,true,true,false,ObservacionMininterior,Null,false
9387,821399,silvia torres,Inpec,true,true,false,false,ObservacionInpec,Contraloria,false
9388,281957,pedro soto,Null,false,true,true,true,ObservacionMinsalud,Procuraduria,true
9389,939275,benito piedra,Mininterior,true,false,true,false,ObservacionInpec,Contraloria,true
9390,118838,humberto rodrigo,Mininterior,false,false,true,false,Null,Null,true
9391,574276,teresa salazar,Inpec,false,true,false,true,ObservacionInpec,Contraloria,false
9392,311551,sergio salas,Inpec,false,true,false,false,Null,Null,true
9393,513926,ricardo vazquez,Policia,true,true,true,true,ObservacionMininterior,Contraloria,true
9394,392765,beronica hidalgo,Minsalud,true,true,false,false,Null,Procuraduria,true
9395,890682,lucia barrera,Mininterior,true,false,true,true,Null,Procuraduria,false
9396,386313,wilson garcia,Minsalud,false,true,false,true,ObservacionInpec,Procuraduria,true
9397,239901,norma quintero,Inpec,true,false,false,true,ObservacionMinsalud,Procuraduria,false
9398,945650,alberto romero,Null,false,true,false,true,ObservacionArmada,Procuraduria,true
9399,402500,claudia piedra,Inpec,false,true,true,true,ObservacionInpec,Contraloria,true
9400,488541,roberto cifuentes,Policia,false,false,false,true,Null,Contraloria,true
9401,821105,benjamin morales,Mininterior,true,false,false,false,ObservacionInpec,Null,false
9402,421295,federico barrios,Policia,false,false,true,true,Null,Fiscalia,true
9403,922195,zacarias barrera,Mininterior,true,true,true,false,ObservacionArmada,Fiscalia,false
9404,112479,ana sierra,Minsalud,true,false,false,true,ObservacionMinsalud,Procuraduria,false
9405,527460,nicolas bautista,Null,true,true,false,true,ObservacionInpec,Null,false
9406,252834,pablo vazquez,Mininterior,false,false,false,false,ObservacionArmada,Null,false
9407,713973,samuel torres,Minsalud,false,true,true,false,ObservacionMininterior,Null,false
9408,376892,belan gomez,Armada,true,true,true,true,ObservacionMinsalud,Contraloria,false
9409,444240,marcos barrios,Armada,false,false,true,true,Null,Procuraduria,false
9410,988548,violeta salas,Armada,true,true,true,true,Null,Contraloria,true
9411,987963,diana reyes,Policia,true,false,true,true,ObservacionMininterior,Procuraduria,false
9412,342041,andres reyes,Armada,true,true,false,true,ObservacionInpec,Fiscalia,true
9413,135882,marcos reyes,Inpec,true,true,false,true,ObservacionInpec,Fiscalia,false
9414,415282,pablo garcia,Mininterior,true,false,false,false,Null,Procuraduria,false
9415,512845,vicente guzman,Minsalud,true,false,true,false,ObservacionMininterior,Null,false
9416,551408,bianca mora,Mininterior,false,true,true,false,ObservacionArmada,Contraloria,true
9417,878112,julieta soto,Null,false,false,true,true,ObservacionInpec,Procuraduria,false
9418,476671,zulema montero,Minsalud,true,false,false,false,ObservacionMinsalud,Procuraduria,false
9419,255924,carlos guzman,Policia,false,false,true,true,Null,Contraloria,true
9420,436539,pablo pino,Inpec,true,true,true,false,ObservacionMininterior,Contraloria,false
9421,704755,kira cruz,Minsalud,true,true,true,true,ObservacionInpec,Null,false
9422,298832,manuel torres,Inpec,true,true,true,false,ObservacionInpec,Null,false
9423,894252,tomas alvarez,Armada,false,false,false,true,ObservacionArmada,Null,true
9424,986396,karla perez,Null,false,false,false,true,ObservacionInpec,Null,true
9425,907579,benjamin sanchez,Minsalud,false,true,true,true,ObservacionMininterior,Null,false
9426,444106,wilfredo rodrigo,Null,false,true,true,false,ObservacionArmada,Fiscalia,false
9427,844237,oscar cameron,Policia,false,false,false,true,ObservacionInpec,Contraloria,false
9428,966557,elias quintana,Null,true,false,true,true,ObservacionInpec,Contraloria,false
9429,104413,kira barrera,Minsalud,true,true,true,true,ObservacionMininterior,Procuraduria,false
9430,934830,federico herrera,Mininterior,false,false,false,true,ObservacionInpec,Contraloria,false
9431,561470,violeta vasquez,Policia,true,true,true,true,ObservacionMininterior,Procuraduria,true
9432,940025,luisana vasquez,Policia,false,false,false,true,ObservacionMinsalud,Procuraduria,true
9433,962643,esteban reyes,Minsalud,true,true,true,true,ObservacionMininterior,Contraloria,true
9434,490125,yolanda santa,Armada,false,false,true,false,Null,Contraloria,true
9435,369342,montserrat reyes,Mininterior,false,true,false,false,ObservacionArmada,Fiscalia,false
9436,584741,pablo delgado,Null,false,false,true,true,Null,Fiscalia,true
9437,719425,quiana roberto,Policia,false,true,false,false,ObservacionArmada,Null,true
9438,570974,diana castillo,Policia,false,true,false,true,ObservacionArmada,Procuraduria,true
9439,667926,silvia castro,Inpec,true,false,true,false,ObservacionMininterior,Fiscalia,true
9440,865488,roberto perez,Minsalud,false,true,false,false,ObservacionMininterior,Null,false
9441,128214,montserrat reyes,Null,false,false,true,true,ObservacionMininterior,Contraloria,false
9442,306196,alicia romero,Minsalud,true,false,false,true,ObservacionInpec,Procuraduria,true
9443,863014,cristobal carrera,Minsalud,true,true,false,false,Null,Procuraduria,false
9444,114830,isidro torres,Mininterior,false,true,false,false,ObservacionArmada,Fiscalia,false
9445,983694,zulema quintana,Null,true,false,true,true,Null,Null,true
9446,311605,julieta montero,Mininterior,false,false,true,true,Null,Fiscalia,true
9447,946579,elias delgado,Policia,false,true,true,false,Null,Contraloria,false
9448,682235,gerardo perez,Minsalud,true,false,false,true,Null,Fiscalia,false
9449,181611,tatiana cruz,Inpec,true,false,false,true,ObservacionInpec,Contraloria,true
9450,554702,roberto reyes,Mininterior,true,true,false,false,ObservacionInpec,Procuraduria,true
9451,146610,noel juarez,Armada,true,true,true,false,Null,Procuraduria,true
9452,793028,teresa rojas,Policia,true,false,false,true,ObservacionMininterior,Contraloria,false
9453,764595,benito santa,Policia,false,false,true,true,ObservacionInpec,Fiscalia,false
9454,650634,oscar montero,Armada,false,false,false,false,ObservacionInpec,Contraloria,true
9455,505309,norma delgado,Inpec,true,false,true,false,ObservacionArmada,Contraloria,false
9456,914025,yolanda rojas,Armada,true,false,false,true,ObservacionMininterior,Null,false
9457,968050,ursula perez,Mininterior,false,true,false,true,ObservacionMininterior,Null,true
9458,975753,claudia flores,Inpec,false,false,false,false,ObservacionArmada,Fiscalia,true
9459,760440,gabriela pinto,Null,true,true,true,false,ObservacionInpec,Fiscalia,false
9460,150438,ivonne henao,Null,false,true,true,true,ObservacionMinsalud,Null,true
9461,577396,vicente soto,Policia,false,false,true,true,ObservacionArmada,Procuraduria,true
9462,490869,juan lopez,Inpec,true,true,false,true,ObservacionInpec,Procuraduria,false
9463,882759,patricia perez,Mininterior,false,true,false,true,Null,Fiscalia,false
9464,817752,teresa castillo,Null,false,false,false,true,ObservacionArmada,Null,true
9465,615111,nicolas torres,Minsalud,true,true,true,true,Null,Null,false
9466,817175,rami aguilar,Null,false,true,false,true,ObservacionArmada,Fiscalia,false
9467,192406,oscar hernandez,Armada,false,true,false,false,ObservacionMininterior,Contraloria,true
9468,749955,yolanda soto,Inpec,true,false,true,true,Null,Contraloria,true
9469,111890,nadia castillo,Armada,true,false,false,true,ObservacionArmada,Null,true
9470,852145,sofia aguilar,Mininterior,true,true,true,false,Null,Procuraduria,false
9471,490189,ximena vega,Null,true,true,false,false,ObservacionInpec,Procuraduria,false
9472,533273,hugo vega,Policia,false,true,false,true,ObservacionArmada,Fiscalia,false
9473,670462,benito hernandez,Mininterior,true,false,false,false,ObservacionArmada,Fiscalia,false
9474,423149,vicente sanchez,Minsalud,true,false,true,false,ObservacionMinsalud,Fiscalia,false
9475,150871,yadira perez,Mininterior,true,false,false,false,ObservacionMinsalud,Null,true
9476,476766,carlos delgado,Armada,false,false,true,false,ObservacionArmada,Contraloria,true
9477,862951,manuel bautista,Null,false,true,true,false,ObservacionMinsalud,Contraloria,false
9478,652122,ivana delgado,Null,false,false,false,false,ObservacionInpec,Fiscalia,false
9479,586870,zoe perez,Armada,false,true,false,true,ObservacionInpec,Null,true
9480,577168,teresa rojas,Policia,true,true,true,true,ObservacionMinsalud,Null,true
9481,803494,ursula navarro,Minsalud,false,false,true,true,ObservacionMininterior,Fiscalia,true
9482,593439,violeta vanegas,Mininterior,false,false,true,true,ObservacionMinsalud,Fiscalia,true
9483,713645,juanita ruiz,Mininterior,false,false,true,false,ObservacionMininterior,Contraloria,false
9484,813867,raul alvarez,Minsalud,true,true,true,false,ObservacionMininterior,Procuraduria,true
9485,968902,gabriela roa,Inpec,true,true,false,true,ObservacionInpec,Procuraduria,true
9486,806096,hugo gomez,Inpec,false,false,true,true,ObservacionInpec,Procuraduria,false
9487,487665,bianca gomez,Mininterior,true,true,false,false,ObservacionArmada,Null,false
9488,597074,diana ferrer,Armada,true,true,false,true,ObservacionMinsalud,Fiscalia,false
9489,975496,urbano reyes,Inpec,false,true,false,false,ObservacionMinsalud,Procuraduria,true
9490,295494,javier pineda,Armada,false,true,true,true,ObservacionInpec,Null,false
9491,482582,xavier alvarado,Armada,true,false,true,false,ObservacionArmada,Procuraduria,false
9492,265712,lidia gomez,Minsalud,true,false,false,true,ObservacionMinsalud,Contraloria,true
9493,469726,karla silva,Armada,true,true,false,true,ObservacionInpec,Fiscalia,false
9494,931827,silvia ruiz,Mininterior,false,true,false,true,ObservacionArmada,Null,true
9495,251611,gabriela zapata,Policia,false,false,false,true,ObservacionMininterior,Procuraduria,true
9496,119909,claudia ruiz,Policia,true,false,false,false,ObservacionMinsalud,Contraloria,false
9497,926984,luis caro,Policia,false,true,false,false,ObservacionMinsalud,Procuraduria,false
9498,150106,isabel delgado,Policia,true,false,false,false,ObservacionMinsalud,Contraloria,true
9499,338682,samuel bautista,Null,true,true,true,true,ObservacionInpec,Contraloria,true
9500,853094,oscar marin,Null,true,false,false,false,ObservacionInpec,Null,false
9501,828342,samuel garcia,Mininterior,false,true,false,false,Null,Procuraduria,false
9502,695653,ignacio romero,Minsalud,true,true,true,true,ObservacionMininterior,Null,false
9503,789654,claudia rodrigo,Minsalud,true,true,true,true,ObservacionArmada,Procuraduria,true
9504,476388,walter rodrigo,Minsalud,true,true,false,true,ObservacionMinsalud,Null,false
9505,637121,alexander mendez,Armada,false,true,true,true,ObservacionArmada,Procuraduria,true
9506,432985,felicia roberto,Minsalud,true,false,true,false,Null,Fiscalia,false
9507,425289,walter navarro,Mininterior,false,true,true,false,ObservacionMinsalud,Contraloria,false
9508,794454,carlos salazar,Mininterior,false,false,false,true,ObservacionMinsalud,Procuraduria,true
9509,997360,francisco gomez,Policia,true,false,false,false,ObservacionMininterior,Procuraduria,true
9510,900076,julieta hernandez,Inpec,false,false,true,true,ObservacionArmada,Fiscalia,false
9511,155249,andres montero,Minsalud,true,false,true,true,ObservacionMininterior,Null,false
9512,155642,tatiana lopez,Armada,false,false,true,true,ObservacionInpec,Fiscalia,false
9513,196492,pilar silva,Armada,false,true,true,true,ObservacionMinsalud,Null,false
9514,888447,olga cifuentes,Policia,false,true,false,true,ObservacionInpec,Fiscalia,true
9515,287520,vicente rojas,Mininterior,true,true,true,false,ObservacionMininterior,Fiscalia,false
9516,149501,graciela hidalgo,Policia,true,true,true,false,ObservacionMinsalud,Null,true
9517,607368,eugenia franco,Mininterior,false,true,false,false,ObservacionInpec,Null,true
9518,245358,zulema santa,Inpec,false,false,true,false,ObservacionMinsalud,Fiscalia,true
9519,810982,nadia leon,Armada,false,true,false,true,ObservacionMininterior,Fiscalia,false
9520,902338,federico diaz,Null,true,true,true,false,ObservacionMininterior,Contraloria,false
9521,153561,esteban vazquez,Minsalud,true,false,true,true,ObservacionMinsalud,Procuraduria,true
9522,811180,david hernandez,Null,true,false,false,true,ObservacionMininterior,Contraloria,false
9523,390851,ricardo lopez,Inpec,false,false,true,false,ObservacionInpec,Fiscalia,false
9524,644072,wilson jimenez,Policia,true,false,true,false,ObservacionMininterior,Contraloria,false
9525,810421,julieta perez,Inpec,true,true,true,false,Null,Contraloria,true
9526,183988,raul reyes,Armada,true,true,true,true,ObservacionMinsalud,Fiscalia,true
9527,426901,patricia vargas,Null,false,false,true,true,ObservacionMininterior,Procuraduria,false
9528,359022,zulema romero,Minsalud,false,false,true,false,ObservacionInpec,Contraloria,false
9529,738931,ana vega,Inpec,true,false,false,false,ObservacionMininterior,Procuraduria,false
9530,682978,kira gomez,Null,false,false,true,false,Null,Contraloria,false
9531,904515,ivan quintana,Policia,true,false,true,false,ObservacionArmada,Procuraduria,true
9532,476665,alberto pino,Mininterior,false,false,false,false,ObservacionMininterior,Fiscalia,true
9533,523238,iris sarmiento,Minsalud,false,false,true,true,ObservacionArmada,Contraloria,true
9534,621448,sergio rivas,Mininterior,true,true,false,false,ObservacionArmada,Procuraduria,false
9535,598157,katerina cruz,Minsalud,false,true,false,false,ObservacionMininterior,Null,false
9536,118750,nicolas rojas,Null,true,true,true,false,ObservacionArmada,Fiscalia,true
9537,456190,leonardo vazquez,Mininterior,true,true,true,false,ObservacionMinsalud,Fiscalia,true
9538,235333,nadia gonzalez,Mininterior,true,true,false,false,Null,Null,true
9539,438201,federico ramirez,Minsalud,true,false,false,true,ObservacionMininterior,Contraloria,false
9540,526881,raul perez,Armada,true,false,true,true,ObservacionArmada,Fiscalia,false
9541,986885,yolanda moreno,Null,false,false,true,true,ObservacionArmada,Fiscalia,false
9542,205272,xavier zapata,Null,true,false,false,false,ObservacionArmada,Fiscalia,false
9543,170242,felicia rodriguez,Minsalud,true,false,false,false,Null,Fiscalia,false
9544,193188,robinson vega,Minsalud,true,false,true,true,Null,Fiscalia,false
9545,337498,daniel rojas,Inpec,false,true,false,false,ObservacionInpec,Null,true
9546,999834,sonia torres,Null,true,true,true,true,ObservacionArmada,Fiscalia,true
9547,492583,carmen martinez,Mininterior,false,true,false,true,ObservacionInpec,Procuraduria,false
9548,869445,manuel gomez,Minsalud,false,false,true,true,ObservacionMininterior,Fiscalia,true
9549,245590,carlos ferrari,Mininterior,true,true,true,true,ObservacionMininterior,Contraloria,false
9550,199441,miriam ramirez,Inpec,true,true,false,true,ObservacionMininterior,Fiscalia,true
9551,169334,natividad lopez,Armada,false,false,true,false,ObservacionInpec,Fiscalia,true
9552,173159,karla mendoza,Null,false,true,false,true,ObservacionMinsalud,Fiscalia,false
9553,357024,leonardo vargas,Minsalud,false,true,true,false,ObservacionMinsalud,Contraloria,false
9554,881960,zoe reyes,Policia,false,false,false,true,ObservacionMinsalud,Contraloria,false
9555,734748,manuel fuentes,Null,false,true,false,false,ObservacionMinsalud,Fiscalia,false
9556,194682,pablo gonzalez,Mininterior,false,false,false,false,ObservacionArmada,Null,true
9557,133014,oscar delgado,Inpec,true,false,false,true,ObservacionMinsalud,Null,true
9558,735749,pablo sanchez,Null,false,true,true,true,ObservacionInpec,Contraloria,false
9559,659699,quico rivera,Null,true,true,true,true,ObservacionMininterior,Procuraduria,true
9560,493694,felicia reyes,Policia,false,false,true,false,ObservacionMininterior,Null,false
9561,409923,jorge diaz,Inpec,true,true,false,false,Null,Fiscalia,true
9562,212955,esteban gonzalez,Minsalud,false,false,true,false,ObservacionMinsalud,Null,false
9563,120463,nicolas medina,Policia,true,true,true,true,ObservacionMinsalud,Null,true
9564,952489,elsa leon,Mininterior,false,false,true,false,ObservacionInpec,Contraloria,true
9565,493215,barbara garcia,Inpec,false,true,false,true,ObservacionMinsalud,Procuraduria,true
9566,701734,alberto alvarado,Inpec,true,false,true,true,ObservacionInpec,Procuraduria,false
9567,716429,bruno hinojosa,Armada,false,true,true,true,ObservacionInpec,Contraloria,false
9568,982513,blanca martinez,Minsalud,false,false,false,false,ObservacionMininterior,Procuraduria,true
9569,642095,oscar montero,Armada,false,true,false,true,ObservacionMinsalud,Procuraduria,true
9570,815356,carmen pinto,Minsalud,true,false,false,true,Null,Procuraduria,false
9571,945121,ursula pico,Null,false,false,true,false,ObservacionMininterior,Procuraduria,false
9572,596364,walter gonzalez,Inpec,false,true,true,false,Null,Null,false
9573,418562,wilson rodriguez,Null,true,true,true,false,ObservacionArmada,Contraloria,false
9574,745512,eduardo reyes,Null,true,true,false,true,ObservacionInpec,Contraloria,false
9575,550052,pablo medina,Minsalud,true,true,true,false,ObservacionMininterior,Procuraduria,true
9576,868220,quico quintero,Armada,false,true,false,true,ObservacionInpec,Null,true
9577,740172,pilar carrillo,Policia,true,false,false,false,Null,Contraloria,false
9578,879387,gema cameron,Inpec,false,false,false,true,ObservacionArmada,Null,true
9579,565631,helena gil,Minsalud,false,false,true,false,ObservacionMinsalud,Contraloria,false
9580,506416,vicente ramirez,Mininterior,false,true,false,false,ObservacionInpec,Fiscalia,false
9581,261226,cristobal barrios,Inpec,true,false,false,true,Null,Procuraduria,true
9582,449956,alexander perez,Inpec,true,true,true,false,ObservacionMinsalud,Contraloria,false
9583,802686,fabio hinojosa,Mininterior,true,false,false,true,Null,Fiscalia,true
9584,717164,federico salazar,Minsalud,false,false,true,false,ObservacionMininterior,Null,true
9585,585274,hugo sanchez,Inpec,false,false,false,false,ObservacionMininterior,Procuraduria,false
9586,819814,gloria rojas,Armada,false,false,true,true,ObservacionInpec,Contraloria,true
9587,517916,jose perez,Mininterior,true,false,true,false,ObservacionInpec,Fiscalia,false
9588,748081,pablo gomez,Inpec,false,false,false,false,ObservacionMinsalud,Contraloria,false
9589,479134,zoraida flores,Inpec,false,true,true,true,ObservacionMininterior,Null,true
9590,156625,manuel sanchez,Minsalud,true,true,false,true,ObservacionArmada,Fiscalia,false
9591,810032,teresa rodrigo,Inpec,true,true,false,true,ObservacionMinsalud,Procuraduria,false
9592,660320,alicia cruz,Inpec,false,false,false,false,ObservacionInpec,Contraloria,true
9593,211701,karla flores,Mininterior,true,false,true,false,ObservacionArmada,Fiscalia,false
9594,766256,nicolas jimenez,Minsalud,true,true,true,false,ObservacionArmada,Fiscalia,true
9595,820697,olga silva,Minsalud,false,true,true,false,ObservacionMininterior,Contraloria,true
9596,711842,pedro pinto,Inpec,false,false,true,false,ObservacionArmada,Null,true
9597,702750,pablo bautista,Minsalud,false,true,true,false,ObservacionArmada,Null,true
9598,715017,hugo jimenez,Policia,true,true,true,true,ObservacionMinsalud,Null,false
9599,524692,zoraida rojas,Inpec,true,false,false,false,Null,Procuraduria,false
9600,232170,susana fuentes,Policia,false,true,true,true,ObservacionMininterior,Null,false
9601,211665,patricia alvarado,Armada,false,false,true,false,Null,Contraloria,true
9602,118988,laura rojas,Armada,true,false,true,true,Null,Procuraduria,false
9603,344768,sergio marin,Inpec,false,true,true,false,ObservacionInpec,Null,false
9604,411779,kike garcia,Inpec,false,true,false,false,ObservacionMininterior,Fiscalia,false
9605,174563,lucia alvarez,Null,true,true,false,false,ObservacionMininterior,Procuraduria,false
9606,298731,guillermo vega,Null,false,false,true,false,Null,Procuraduria,false
9607,226194,noel delgado,Mininterior,true,true,false,true,ObservacionArmada,Contraloria,true
9608,668685,fernando murillo,Armada,true,false,true,true,ObservacionArmada,Contraloria,true
9609,717822,hugo santa,Inpec,true,false,true,false,ObservacionMinsalud,Null,true
9610,852655,iris alvarez,Inpec,false,false,true,false,ObservacionInpec,Fiscalia,true
9611,755139,oscar delgado,Minsalud,true,false,false,true,ObservacionMinsalud,Procuraduria,false
9612,840873,mariana soto,Inpec,false,false,false,false,ObservacionMininterior,Null,false
9613,307362,luis martinez,Mininterior,true,true,false,true,ObservacionInpec,Procuraduria,false
9614,445747,montserrat pardo,Inpec,true,false,true,true,ObservacionMinsalud,Contraloria,false
9615,995738,dolores navarro,Armada,false,true,true,true,ObservacionMinsalud,Contraloria,true
9616,578493,gabriel torres,Null,false,false,true,true,ObservacionMininterior,Fiscalia,false
9617,761539,gloria torres,Minsalud,true,true,true,true,ObservacionArmada,Contraloria,false
9618,793906,luisana rivera,Armada,true,false,false,false,ObservacionInpec,Procuraduria,true
9619,373440,pablo gonzalez,Inpec,true,true,true,true,ObservacionMininterior,Fiscalia,false
9620,914170,nicolas sanchez,Null,true,true,false,true,ObservacionArmada,Procuraduria,false
9621,804520,daniel diaz,Minsalud,true,true,false,false,Null,Fiscalia,false
9622,243332,kira delgado,Mininterior,false,true,true,true,ObservacionInpec,Procuraduria,false
9623,842055,ricardo castillo,Minsalud,true,true,true,false,Null,Fiscalia,true
9624,497538,susana roberto,Armada,false,false,false,false,ObservacionMininterior,Contraloria,false
9625,259205,sofia rojas,Policia,false,true,false,true,Null,Procuraduria,true
9626,853422,gabriel gonzalez,Armada,false,true,false,false,ObservacionMinsalud,Fiscalia,false
9627,700126,kevin lopez,Inpec,true,true,false,true,ObservacionInpec,Procuraduria,true
9628,545359,daniel flores,Policia,false,true,false,false,ObservacionMininterior,Fiscalia,true
9629,980573,alfonso diaz,Inpec,false,true,false,false,ObservacionArmada,Null,false
9630,168191,jorge martinez,Armada,true,false,false,true,ObservacionMinsalud,Null,false
9631,899709,hugo vega,Armada,true,false,false,true,Null,Contraloria,false
9632,950454,ricardo montoya,Null,false,true,false,false,Null,Procuraduria,true
9633,274816,yolanda montero,Minsalud,true,false,false,true,Null,Contraloria,false
9634,180191,daniela silva,Policia,false,true,true,true,ObservacionMinsalud,Null,false
9635,640112,pablo torres,Minsalud,false,false,true,false,ObservacionArmada,Null,true
9636,884017,rami torres,Null,true,false,true,false,ObservacionMinsalud,Procuraduria,false
9637,173668,xavier barrios,Minsalud,true,false,false,true,Null,Fiscalia,false
9638,983850,wenceslao martinez,Minsalud,true,true,false,false,ObservacionMininterior,Fiscalia,false
9639,597322,cesar bernal,Policia,false,false,false,false,Null,Null,true
9640,722435,raul hinojosa,Armada,true,true,false,false,ObservacionInpec,Null,false
9641,723915,felicia perez,Armada,true,true,false,false,ObservacionArmada,Fiscalia,true
9642,102818,yolanda soto,Policia,true,true,false,true,Null,Null,false
9643,737295,urbano rojas,Armada,true,false,true,false,ObservacionArmada,Procuraduria,true
9644,736989,urbano pinto,Minsalud,false,true,true,false,ObservacionMininterior,Null,true
9645,855576,samuel carrillo,Armada,false,false,true,false,ObservacionMininterior,Null,false
9646,549355,ricardo delgado,Mininterior,false,true,true,false,ObservacionInpec,Null,false
9647,559494,miriam garcia,Mininterior,true,true,false,true,Null,Contraloria,true
9648,691046,gonzalo quintero,Null,false,false,true,true,ObservacionMininterior,Contraloria,false
9649,419702,vicente fuentes,Armada,false,true,true,true,ObservacionMinsalud,Fiscalia,false
9650,117944,nicolas rodrigo,Mininterior,true,true,true,false,ObservacionMininterior,Contraloria,false
9651,575203,victor garcia,Inpec,true,false,false,false,ObservacionMininterior,Null,true
9652,610560,barbara gonzalez,Policia,true,true,true,true,ObservacionMinsalud,Fiscalia,false
9653,222384,zoe delgado,Policia,true,true,false,true,ObservacionArmada,Procuraduria,false
9654,447338,yolanda gonzalez,Armada,false,true,true,true,ObservacionInpec,Procuraduria,true
9655,780949,sergio ramirez,Minsalud,false,false,true,false,Null,Procuraduria,false
9656,519695,wilfredo delgado,Mininterior,false,true,false,false,ObservacionArmada,Contraloria,true
9657,891118,jorge gonzalez,Policia,true,true,false,false,ObservacionInpec,Contraloria,false
9658,593825,sergio carrillo,Null,false,false,true,false,ObservacionInpec,Contraloria,true
9659,955769,ricardo silva,Null,false,true,false,true,ObservacionArmada,Contraloria,false
9660,252252,xavier perez,Minsalud,false,false,true,false,Null,Fiscalia,true
9661,412314,olga delgado,Inpec,true,false,false,false,ObservacionInpec,Fiscalia,true
9662,804563,xavier henao,Armada,true,false,true,true,ObservacionInpec,Contraloria,true
9663,178243,kira gomez,Inpec,false,true,true,true,Null,Null,false
9664,487871,claudia perez,Policia,false,false,false,true,ObservacionInpec,Procuraduria,true
9665,114743,nicolas pardo,Inpec,false,true,false,true,ObservacionMininterior,Contraloria,false
9666,489250,ivan rojas,Mininterior,false,true,false,false,ObservacionArmada,Contraloria,true
9667,195405,ignacio roberto,Null,true,false,true,false,ObservacionMininterior,Procuraduria,false
9668,142786,isabel mora,Minsalud,false,false,true,true,ObservacionArmada,Null,true
9669,389858,isidro roa,Minsalud,false,false,true,false,Null,Contraloria,false
9670,283282,walter montero,Inpec,false,false,false,true,ObservacionInpec,Fiscalia,true
9671,559398,iris gonzalez,Mininterior,false,true,false,true,ObservacionMinsalud,Procuraduria,true
9672,571113,alexander fuentes,Inpec,true,true,true,true,Null,Fiscalia,false
9673,824623,leandro montero,Mininterior,true,true,true,false,ObservacionMininterior,Procuraduria,true
9674,393152,nicolas silva,Inpec,true,true,false,true,ObservacionMinsalud,Null,true
9675,478080,urbano pizarro,Inpec,false,false,false,false,Null,Fiscalia,false
9676,449847,vicente reyes,Inpec,false,true,false,false,ObservacionMininterior,Null,true
9677,851754,eliza reyes,Null,false,false,false,false,Null,Fiscalia,false
9678,567702,francisco pinto,Mininterior,false,true,true,false,ObservacionMininterior,Procuraduria,false
9679,792094,pilar gomez,Mininterior,true,true,false,true,ObservacionMininterior,Fiscalia,false
9680,477843,kike salazar,Mininterior,true,true,false,false,ObservacionMininterior,Fiscalia,false
9681,273233,leandro gonzalez,Inpec,false,true,true,false,ObservacionArmada,Procuraduria,false
9682,809539,oscar gonzalez,Null,true,true,true,false,ObservacionArmada,Contraloria,true
9683,172417,raul quintero,Inpec,false,false,true,true,ObservacionInpec,Fiscalia,true
9684,625136,ivana rodriguez,Null,true,true,true,true,ObservacionMininterior,Null,true
9685,663666,victor castro,Minsalud,true,false,false,false,ObservacionMinsalud,Procuraduria,true
9686,782320,gerardo lopez,Armada,true,false,true,true,ObservacionInpec,Null,true
9687,982807,lucia vargas,Inpec,false,true,false,true,ObservacionInpec,Contraloria,false
9688,532115,pedro gomez,Inpec,false,false,false,false,ObservacionArmada,Procuraduria,false
9689,902733,raul gonzalez,Mininterior,true,false,false,false,ObservacionInpec,Contraloria,true
9690,453141,ivana bautista,Policia,false,true,true,true,ObservacionArmada,Fiscalia,false
9691,766791,pablo vega,Armada,true,true,false,true,ObservacionArmada,Procuraduria,true
9692,846454,walter bustos,Mininterior,true,true,true,false,ObservacionMininterior,Fiscalia,false
9693,120240,walter gonzalez,Minsalud,false,true,false,false,Null,Contraloria,false
9694,314514,lucia martinez,Policia,true,true,true,true,Null,Null,true
9695,328867,oscar soto,Null,false,false,false,true,ObservacionInpec,Contraloria,true
9696,107571,luisana ruiz,Minsalud,true,true,false,false,ObservacionMininterior,Fiscalia,false
9697,661075,marcos roberto,Policia,false,true,true,true,ObservacionMinsalud,Null,true
9698,665921,hector fuentes,Null,true,false,false,false,ObservacionMinsalud,Fiscalia,false
9699,183827,susana ramirez,Null,true,false,false,false,ObservacionArmada,Contraloria,false
9700,896579,norma torres,Null,false,true,true,true,ObservacionMininterior,Fiscalia,true
9701,375383,hugo delgado,Null,true,true,true,false,ObservacionMininterior,Null,true
9702,137936,pablo garcia,Mininterior,false,true,false,false,ObservacionMininterior,Null,true
9703,441475,yadira martinez,Null,false,false,true,false,ObservacionMininterior,Null,false
9704,916813,carmen rodriguez,Null,false,false,true,true,Null,Fiscalia,false
9705,801832,graciela perez,Policia,false,false,true,false,ObservacionInpec,Contraloria,false
